 BEM Solution on the Boundary:
   	Node	  Potential        Normal Derivative
      9620      0.00000000E+00     -0.13757741E+00
      9621      0.00000000E+00     -0.21749504E+00
      9622      0.00000000E+00     -0.36080032E+00
      9623      0.00000000E+00     -0.48982439E+00
      9624      0.00000000E+00     -0.71121001E+00
      9625      0.00000000E+00     -0.10472998E+01
      9626      0.00000000E+00     -0.15077092E+01
      9627      0.00000000E+00     -0.21350881E+01
      9628      0.00000000E+00     -0.28776456E+01
      9629      0.00000000E+00     -0.36609298E+01
      9630      0.00000000E+00     -0.42603971E+01
      9631      0.00000000E+00     -0.42515452E+01
      9632      0.00000000E+00     -0.42519022E+01
      9633      0.00000000E+00     -0.53117327E+00
      9634      0.00000000E+00     -0.68970496E+00
      9635      0.00000000E+00     -0.10417381E+01
      9636      0.00000000E+00     -0.15119222E+01
      9637      0.00000000E+00     -0.21433707E+01
      9638      0.00000000E+00     -0.28795857E+01
      9639      0.00000000E+00     -0.36575077E+01
      9640      0.00000000E+00     -0.42907863E+01
      9641      0.00000000E+00     -0.45674776E+01
      9642      0.00000000E+00     -0.44120540E+01
      9643      0.00000000E+00     -0.38839069E+01
      9644      0.00000000E+00     -0.31332102E+01
      9645      0.00000000E+00     -0.23616507E+01
      9646      0.00000000E+00     -0.16874680E+01
      9647      0.00000000E+00     -0.11763141E+01
      9648      0.00000000E+00     -0.80327852E+00
      9649      0.00000000E+00     -0.55415807E+00
      9650      0.00000000E+00     -0.40332806E+00
      9651      0.00000000E+00     -0.23983959E+00
      9652      0.00000000E+00     -0.13500698E+00
      9653      0.00000000E+00     -0.25884064E+00
      9654      0.00000000E+00     -0.11306178E+00
      9655      0.00000000E+00     -0.15073303E-01
      9656      0.00000000E+00     -0.15104866E-01
      9657      0.00000000E+00     -0.22949562E-01
      9658      0.00000000E+00      0.16943656E+00
      9659      0.00000000E+00      0.26119436E+00
      9660      0.00000000E+00     -0.14155319E+00
      9661      0.00000000E+00      0.37845459E-01
      9662      0.00000000E+00     -0.19546657E+00
      9663      0.00000000E+00      0.18510098E-01
      9664      0.00000000E+00     -0.19361592E+00
      9665      0.00000000E+00     -0.20371039E+00
      9666      0.00000000E+00     -0.13752912E+00
      9667      0.00000000E+00     -0.21543403E+00
      9668      0.00000000E+00     -0.35893539E+00
      9669      0.00000000E+00     -0.48797048E+00
      9670      0.00000000E+00     -0.71320115E+00
      9671      0.00000000E+00     -0.10407515E+01
      9672      0.00000000E+00     -0.15122384E+01
      9673      0.00000000E+00     -0.21367771E+01
      9674      0.00000000E+00     -0.28793076E+01
      9675      0.00000000E+00     -0.36505986E+01
      9676      0.00000000E+00     -0.42877094E+01
      9677      0.00000000E+00     -0.45510785E+01
      9678      0.00000000E+00     -0.40528290E+01
      9679      0.00000000E+00     -0.43463071E+01
      9680      0.00000000E+00     -0.75704945E+00
      9681      0.00000000E+00     -0.10059903E+01
      9682      0.00000000E+00     -0.15063479E+01
      9683      0.00000000E+00     -0.21431793E+01
      9684      0.00000000E+00     -0.28860123E+01
      9685      0.00000000E+00     -0.36544662E+01
      9686      0.00000000E+00     -0.42826022E+01
      9687      0.00000000E+00     -0.45793382E+01
      9688      0.00000000E+00     -0.44136436E+01
      9689      0.00000000E+00     -0.38750465E+01
      9690      0.00000000E+00     -0.31339181E+01
      9691      0.00000000E+00     -0.23653386E+01
      9692      0.00000000E+00     -0.16892650E+01
      9693      0.00000000E+00     -0.11755258E+01
      9694      0.00000000E+00     -0.80473318E+00
      9695      0.00000000E+00     -0.54998015E+00
      9696      0.00000000E+00     -0.40503664E+00
      9697      0.00000000E+00     -0.24231481E+00
      9698      0.00000000E+00     -0.15058499E+00
      9699      0.00000000E+00     -0.20295482E+00
      9700      0.00000000E+00     -0.32205385E+00
      9701      0.00000000E+00      0.77923773E-01
      9702      0.00000000E+00     -0.18806522E-01
      9703      0.00000000E+00     -0.15705632E-01
      9704      0.00000000E+00     -0.19036787E-01
      9705      0.00000000E+00      0.84789025E-01
      9706      0.00000000E+00     -0.60210188E+00
      9707      0.00000000E+00      0.53246158E-01
      9708      0.00000000E+00     -0.19957657E+00
      9709      0.00000000E+00      0.20363151E-01
      9710      0.00000000E+00     -0.19396385E+00
      9711      0.00000000E+00     -0.20025654E+00
      9712      0.00000000E+00     -0.13726697E+00
      9713      0.00000000E+00     -0.21608799E+00
      9714      0.00000000E+00     -0.35861415E+00
      9715      0.00000000E+00     -0.48814542E+00
      9716      0.00000000E+00     -0.71124178E+00
      9717      0.00000000E+00     -0.10442229E+01
      9718      0.00000000E+00     -0.15053270E+01
      9719      0.00000000E+00     -0.21462266E+01
      9720      0.00000000E+00     -0.28803997E+01
      9721      0.00000000E+00     -0.36504838E+01
      9722      0.00000000E+00     -0.42747578E+01
      9723      0.00000000E+00     -0.45761548E+01
      9724      0.00000000E+00     -0.43946547E+01
      9725      0.00000000E+00     -0.35509190E+01
      9726      0.00000000E+00     -0.41217086E+01
      9727      0.00000000E+00     -0.10895131E+01
      9728      0.00000000E+00     -0.14593430E+01
      9729      0.00000000E+00     -0.21321188E+01
      9730      0.00000000E+00     -0.28876615E+01
      9731      0.00000000E+00     -0.36623074E+01
      9732      0.00000000E+00     -0.42787600E+01
      9733      0.00000000E+00     -0.45698202E+01
      9734      0.00000000E+00     -0.44258567E+01
      9735      0.00000000E+00     -0.38764552E+01
      9736      0.00000000E+00     -0.31268510E+01
      9737      0.00000000E+00     -0.23684679E+01
      9738      0.00000000E+00     -0.16935566E+01
      9739      0.00000000E+00     -0.11768469E+01
      9740      0.00000000E+00     -0.80404591E+00
      9741      0.00000000E+00     -0.55104524E+00
      9742      0.00000000E+00     -0.40200762E+00
      9743      0.00000000E+00     -0.24753219E+00
      9744      0.00000000E+00     -0.15216827E+00
      9745      0.00000000E+00     -0.21303472E+00
      9746      0.00000000E+00     -0.19553217E+00
      9747      0.00000000E+00      0.24627701E+00
      9748      0.00000000E+00     -0.18185880E+00
      9749      0.00000000E+00     -0.15721032E-01
      9750      0.00000000E+00     -0.15917329E-01
      9751      0.00000000E+00     -0.19319865E-01
      9752      0.00000000E+00     -0.22788679E+00
      9753      0.00000000E+00      0.50266897E+00
      9754      0.00000000E+00     -0.19974165E+00
      9755      0.00000000E+00      0.20885019E-01
      9756      0.00000000E+00     -0.19206771E+00
      9757      0.00000000E+00     -0.20020666E+00
      9758      0.00000000E+00     -0.13517156E+00
      9759      0.00000000E+00     -0.21587788E+00
      9760      0.00000000E+00     -0.36744194E+00
      9761      0.00000000E+00     -0.48691521E+00
      9762      0.00000000E+00     -0.71086022E+00
      9763      0.00000000E+00     -0.10420933E+01
      9764      0.00000000E+00     -0.15091798E+01
      9765      0.00000000E+00     -0.21336025E+01
      9766      0.00000000E+00     -0.28897401E+01
      9767      0.00000000E+00     -0.36527964E+01
      9768      0.00000000E+00     -0.42747785E+01
      9769      0.00000000E+00     -0.45620704E+01
      9770      0.00000000E+00     -0.44231516E+01
      9771      0.00000000E+00     -0.38584344E+01
      9772      0.00000000E+00     -0.28659502E+01
      9773      0.00000000E+00     -0.35186145E+01
      9774      0.00000000E+00     -0.15593663E+01
      9775      0.00000000E+00     -0.20498939E+01
      9776      0.00000000E+00     -0.28760659E+01
      9777      0.00000000E+00     -0.36622834E+01
      9778      0.00000000E+00     -0.42882919E+01
      9779      0.00000000E+00     -0.45671280E+01
      9780      0.00000000E+00     -0.44167367E+01
      9781      0.00000000E+00     -0.38869374E+01
      9782      0.00000000E+00     -0.31301754E+01
      9783      0.00000000E+00     -0.23638240E+01
      9784      0.00000000E+00     -0.16914030E+01
      9785      0.00000000E+00     -0.11800570E+01
      9786      0.00000000E+00     -0.80650782E+00
      9787      0.00000000E+00     -0.55048638E+00
      9788      0.00000000E+00     -0.40447493E+00
      9789      0.00000000E+00     -0.24264053E+00
      9790      0.00000000E+00     -0.15807067E+00
      9791      0.00000000E+00     -0.21202824E+00
      9792      0.00000000E+00     -0.20467388E+00
      9793      0.00000000E+00      0.36314643E-01
      9794      0.00000000E+00     -0.50853763E+00
      9795      0.00000000E+00      0.15085737E+00
      9796      0.00000000E+00     -0.20419711E-01
      9797      0.00000000E+00     -0.16059117E-01
      9798      0.00000000E+00     -0.23431608E-01
      9799      0.00000000E+00      0.15951171E+00
      9800      0.00000000E+00     -0.46821526E+00
      9801      0.00000000E+00      0.31879342E-01
      9802      0.00000000E+00     -0.19556699E+00
      9803      0.00000000E+00     -0.19811708E+00
      9804      0.00000000E+00     -0.13760756E+00
      9805      0.00000000E+00     -0.21316986E+00
      9806      0.00000000E+00     -0.36512671E+00
      9807      0.00000000E+00     -0.49268399E+00
      9808      0.00000000E+00     -0.70966801E+00
      9809      0.00000000E+00     -0.10408574E+01
      9810      0.00000000E+00     -0.15071751E+01
      9811      0.00000000E+00     -0.21409829E+01
      9812      0.00000000E+00     -0.28790382E+01
      9813      0.00000000E+00     -0.36681469E+01
      9814      0.00000000E+00     -0.42774907E+01
      9815      0.00000000E+00     -0.45613649E+01
      9816      0.00000000E+00     -0.44093310E+01
      9817      0.00000000E+00     -0.38842464E+01
      9818      0.00000000E+00     -0.31122182E+01
      9819      0.00000000E+00     -0.21487090E+01
      9820      0.00000000E+00     -0.27806938E+01
      9821      0.00000000E+00     -0.16844181E+01
      9822      0.00000000E+00     -0.23517283E+01
      9823      0.00000000E+00     -0.16908832E+01
      9824      0.00000000E+00     -0.23654808E+01
      9825      0.00000000E+00     -0.16917233E+01
      9826      0.00000000E+00     -0.23705301E+01
      9827      0.00000000E+00     -0.16876303E+01
      9828      0.00000000E+00     -0.23645834E+01
      9829      0.00000000E+00     -0.16881719E+01
      9830      0.00000000E+00     -0.23642508E+01
      9831      0.00000000E+00     -0.16929595E+01
      9832      0.00000000E+00     -0.23697273E+01
      9833      0.00000000E+00     -0.16832506E+01
      9834      0.00000000E+00     -0.23609420E+01
      9835      0.00000000E+00     -0.16880478E+01
      9836      0.00000000E+00     -0.23627818E+01
      9837      0.00000000E+00     -0.16895417E+01
      9838      0.00000000E+00     -0.23655950E+01
      9839      0.00000000E+00     -0.16899098E+01
      9840      0.00000000E+00     -0.23699519E+01
      9841      0.00000000E+00     -0.16846997E+01
      9842      0.00000000E+00     -0.23611267E+01
      9843      0.00000000E+00     -0.16917948E+01
      9844      0.00000000E+00     -0.23639857E+01
      9845      0.00000000E+00     -0.16922548E+01
      9846      0.00000000E+00     -0.23676191E+01
      9847      0.00000000E+00     -0.16854366E+01
      9848      0.00000000E+00     -0.23617731E+01
      9849      0.00000000E+00     -0.16873858E+01
      9850      0.00000000E+00     -0.23637156E+01
      9851      0.00000000E+00     -0.16922680E+01
      9852      0.00000000E+00     -0.23674569E+01
      9853      0.00000000E+00     -0.16956393E+01
      9854      0.00000000E+00     -0.23698262E+01
      9855      0.00000000E+00     -0.16838800E+01
      9856      0.00000000E+00     -0.23451908E+01
      9857      0.00000000E+00     -0.13806745E+01
      9858      0.00000000E+00     -0.20000227E+01
      9859      0.00000000E+00     -0.24608452E+00
      9860      0.00000000E+00     -0.34566738E+00
      9861      0.00000000E+00     -0.64865457E-02
      9862      0.00000000E+00     -0.31409980E-02
      9863      0.00000000E+00     -0.24735200E-02
      9864      0.00000000E+00     -0.12289182E-02
      9865      0.00000000E+00     -0.14699787E-02
      9866      0.00000000E+00     -0.32642777E-02
      9867      0.00000000E+00     -0.99774990E-01
      9868      0.00000000E+00     -0.11745690E+00
      9869      0.00000000E+00     -0.10581151E+01
      9870      0.00000000E+00     -0.14312998E+01
      9871      0.00000000E+00     -0.16568815E+01
      9872      0.00000000E+00     -0.23294602E+01
      9873      0.00000000E+00     -0.16817047E+01
      9874      0.00000000E+00     -0.23576107E+01
      9875      0.00000000E+00     -0.16894019E+01
      9876      0.00000000E+00     -0.23623582E+01
      9877      0.00000000E+00     -0.16920628E+01
      9878      0.00000000E+00     -0.23674268E+01
      9879      0.00000000E+00     -0.16875972E+01
      9880      0.00000000E+00     -0.23640144E+01
      9881      0.00000000E+00     -0.16898318E+01
      9882      0.00000000E+00     -0.23672689E+01
      9883      0.00000000E+00     -0.16885850E+01
      9884      0.00000000E+00     -0.23665489E+01
      9885      0.00000000E+00     -0.16881748E+01
      9886      0.00000000E+00     -0.23608486E+01
      9887      0.00000000E+00     -0.15059064E+01
      9888      0.00000000E+00     -0.16901751E+01
      9889      0.00000000E+00     -0.23611911E+01
      9890      0.00000000E+00     -0.21376952E+01
      9891      0.00000000E+00     -0.23614856E+01
      9892      0.00000000E+00     -0.16910469E+01
      9893      0.00000000E+00     -0.16922942E+01
      9894      0.00000000E+00     -0.23666318E+01
      9895      0.00000000E+00     -0.16934106E+01
      9896      0.00000000E+00     -0.23724295E+01
      9897      0.00000000E+00     -0.16927967E+01
      9898      0.00000000E+00     -0.23668852E+01
      9899      0.00000000E+00     -0.16904194E+01
      9900      0.00000000E+00     -0.23628591E+01
      9901      0.00000000E+00     -0.16866937E+01
      9902      0.00000000E+00     -0.23615578E+01
      9903      0.00000000E+00     -0.16911747E+01
      9904      0.00000000E+00     -0.23677429E+01
      9905      0.00000000E+00     -0.16884148E+01
      9906      0.00000000E+00     -0.23629407E+01
      9907      0.00000000E+00     -0.31308985E+01
      9908      0.00000000E+00     -0.31363832E+01
      9909      0.00000000E+00     -0.31252173E+01
      9910      0.00000000E+00     -0.31267537E+01
      9911      0.00000000E+00     -0.31367854E+01
      9912      0.00000000E+00     -0.31216886E+01
      9913      0.00000000E+00     -0.31264643E+01
      9914      0.00000000E+00     -0.31298642E+01
      9915      0.00000000E+00     -0.31316728E+01
      9916      0.00000000E+00     -0.31217717E+01
      9917      0.00000000E+00     -0.31301457E+01
      9918      0.00000000E+00     -0.31352242E+01
      9919      0.00000000E+00     -0.31241710E+01
      9920      0.00000000E+00     -0.31258437E+01
      9921      0.00000000E+00     -0.31355063E+01
      9922      0.00000000E+00     -0.31382340E+01
      9923      0.00000000E+00     -0.31138342E+01
      9924      0.00000000E+00     -0.26366935E+01
      9925      0.00000000E+00     -0.43906981E+00
      9926      0.00000000E+00     -0.62305719E-02
      9927      0.00000000E+00     -0.83000606E-03
      9928      0.00000000E+00      0.18543069E-03
      9929      0.00000000E+00     -0.14950163E+00
      9930      0.00000000E+00     -0.19219834E+01
      9931      0.00000000E+00     -0.30712866E+01
      9932      0.00000000E+00     -0.31163065E+01
      9933      0.00000000E+00     -0.31275755E+01
      9934      0.00000000E+00     -0.31341314E+01
      9935      0.00000000E+00     -0.31288153E+01
      9936      0.00000000E+00     -0.31298778E+01
      9937      0.00000000E+00     -0.31292382E+01
      9938      0.00000000E+00     -0.31255571E+01
      9939      0.00000000E+00     -0.31273950E+01
      9940      0.00000000E+00     -0.31249959E+01
      9941      0.00000000E+00     -0.28831589E+01
      9942      0.00000000E+00     -0.31321744E+01
      9943      0.00000000E+00     -0.31376653E+01
      9944      0.00000000E+00     -0.31329585E+01
      9945      0.00000000E+00     -0.31286831E+01
      9946      0.00000000E+00     -0.31241111E+01
      9947      0.00000000E+00     -0.31316285E+01
      9948      0.00000000E+00     -0.31258403E+01
      9949      0.00000000E+00     -0.38888067E+01
      9950      0.00000000E+00     -0.38747345E+01
      9951      0.00000000E+00     -0.38754934E+01
      9952      0.00000000E+00     -0.38875481E+01
      9953      0.00000000E+00     -0.38731039E+01
      9954      0.00000000E+00     -0.38741221E+01
      9955      0.00000000E+00     -0.38786355E+01
      9956      0.00000000E+00     -0.38837972E+01
      9957      0.00000000E+00     -0.38703610E+01
      9958      0.00000000E+00     -0.38756925E+01
      9959      0.00000000E+00     -0.38842110E+01
      9960      0.00000000E+00     -0.38730268E+01
      9961      0.00000000E+00     -0.38744274E+01
      9962      0.00000000E+00     -0.38837642E+01
      9963      0.00000000E+00     -0.38858642E+01
      9964      0.00000000E+00     -0.38511920E+01
      9965      0.00000000E+00     -0.33143321E+01
      9966      0.00000000E+00     -0.53937062E+00
      9967      0.00000000E+00     -0.51794235E-02
      9968      0.00000000E+00     -0.30178641E-03
      9969      0.00000000E+00     -0.93239056E-03
      9970      0.00000000E+00     -0.16817970E+00
      9971      0.00000000E+00     -0.23490426E+01
      9972      0.00000000E+00     -0.38106549E+01
      9973      0.00000000E+00     -0.38637415E+01
      9974      0.00000000E+00     -0.38731399E+01
      9975      0.00000000E+00     -0.38834384E+01
      9976      0.00000000E+00     -0.38782983E+01
      9977      0.00000000E+00     -0.38798318E+01
      9978      0.00000000E+00     -0.38793228E+01
      9979      0.00000000E+00     -0.38710598E+01
      9980      0.00000000E+00     -0.38722805E+01
      9981      0.00000000E+00     -0.38722912E+01
      9982      0.00000000E+00     -0.38816460E+01
      9983      0.00000000E+00     -0.36524567E+01
      9984      0.00000000E+00     -0.38820620E+01
      9985      0.00000000E+00     -0.38804431E+01
      9986      0.00000000E+00     -0.38744090E+01
      9987      0.00000000E+00     -0.38715160E+01
      9988      0.00000000E+00     -0.38810392E+01
      9989      0.00000000E+00     -0.38726272E+01
      9990      0.00000000E+00     -0.43903400E+01
      9991      0.00000000E+00     -0.42880518E+01
      9992      0.00000000E+00     -0.44180881E+01
      9993      0.00000000E+00     -0.44116291E+01
      9994      0.00000000E+00     -0.44124666E+01
      9995      0.00000000E+00     -0.44271404E+01
      9996      0.00000000E+00     -0.44113332E+01
      9997      0.00000000E+00     -0.44108250E+01
      9998      0.00000000E+00     -0.44158413E+01
      9999      0.00000000E+00     -0.44216903E+01
     10000      0.00000000E+00     -0.44065308E+01
     10001      0.00000000E+00     -0.44121060E+01
     10002      0.00000000E+00     -0.44227942E+01
     10003      0.00000000E+00     -0.44098522E+01
     10004      0.00000000E+00     -0.44110135E+01
     10005      0.00000000E+00     -0.44216491E+01
     10006      0.00000000E+00     -0.44237894E+01
     10007      0.00000000E+00     -0.43843907E+01
     10008      0.00000000E+00     -0.37890026E+01
     10009      0.00000000E+00     -0.60606212E+00
     10010      0.00000000E+00     -0.55690975E-02
     10011      0.00000000E+00     -0.79926811E-04
     10012      0.00000000E+00     -0.76740208E-03
     10013      0.00000000E+00     -0.18350956E+00
     10014      0.00000000E+00     -0.26666443E+01
     10015      0.00000000E+00     -0.43382953E+01
     10016      0.00000000E+00     -0.43990016E+01
     10017      0.00000000E+00     -0.44093576E+01
     10018      0.00000000E+00     -0.44219867E+01
     10019      0.00000000E+00     -0.44160905E+01
     10020      0.00000000E+00     -0.44169593E+01
     10021      0.00000000E+00     -0.44165375E+01
     10022      0.00000000E+00     -0.44071210E+01
     10023      0.00000000E+00     -0.44085701E+01
     10024      0.00000000E+00     -0.44089349E+01
     10025      0.00000000E+00     -0.44196712E+01
     10026      0.00000000E+00     -0.44201343E+01
     10027      0.00000000E+00     -0.42961993E+01
     10028      0.00000000E+00     -0.44287148E+01
     10029      0.00000000E+00     -0.44114204E+01
     10030      0.00000000E+00     -0.44083046E+01
     10031      0.00000000E+00     -0.44192539E+01
     10032      0.00000000E+00     -0.44092457E+01
     10033      0.00000000E+00     -0.45476046E+01
     10034      0.00000000E+00     -0.45730257E+01
     10035      0.00000000E+00     -0.45779292E+01
     10036      0.00000000E+00     -0.45797724E+01
     10037      0.00000000E+00     -0.45658073E+01
     10038      0.00000000E+00     -0.45812466E+01
     10039      0.00000000E+00     -0.45637155E+01
     10040      0.00000000E+00     -0.45638412E+01
     10041      0.00000000E+00     -0.45700848E+01
     10042      0.00000000E+00     -0.45709205E+01
     10043      0.00000000E+00     -0.45580154E+01
     10044      0.00000000E+00     -0.45665455E+01
     10045      0.00000000E+00     -0.45749777E+01
     10046      0.00000000E+00     -0.45612991E+01
     10047      0.00000000E+00     -0.45639980E+01
     10048      0.00000000E+00     -0.45752450E+01
     10049      0.00000000E+00     -0.45766908E+01
     10050      0.00000000E+00     -0.45292932E+01
     10051      0.00000000E+00     -0.36299630E+01
     10052      0.00000000E+00     -0.51586812E+00
     10053      0.00000000E+00     -0.52297819E-02
     10054      0.00000000E+00     -0.47984925E-04
     10055      0.00000000E+00     -0.12123929E-02
     10056      0.00000000E+00     -0.29660026E+00
     10057      0.00000000E+00     -0.30501195E+01
     10058      0.00000000E+00     -0.44943599E+01
     10059      0.00000000E+00     -0.45513504E+01
     10060      0.00000000E+00     -0.45636022E+01
     10061      0.00000000E+00     -0.45747150E+01
     10062      0.00000000E+00     -0.45683558E+01
     10063      0.00000000E+00     -0.45702676E+01
     10064      0.00000000E+00     -0.45664465E+01
     10065      0.00000000E+00     -0.45599370E+01
     10066      0.00000000E+00     -0.45619764E+01
     10067      0.00000000E+00     -0.45633347E+01
     10068      0.00000000E+00     -0.45727625E+01
     10069      0.00000000E+00     -0.45732856E+01
     10070      0.00000000E+00     -0.45822681E+01
     10071      0.00000000E+00     -0.45660407E+01
     10072      0.00000000E+00     -0.45710878E+01
     10073      0.00000000E+00     -0.45616944E+01
     10074      0.00000000E+00     -0.45735218E+01
     10075      0.00000000E+00     -0.45590874E+01
     10076      0.00000000E+00     -0.42569120E+01
     10077      0.00000000E+00     -0.42831105E+01
     10078      0.00000000E+00     -0.42923656E+01
     10079      0.00000000E+00     -0.44124278E+01
     10080      0.00000000E+00     -0.42768236E+01
     10081      0.00000000E+00     -0.42919672E+01
     10082      0.00000000E+00     -0.42759111E+01
     10083      0.00000000E+00     -0.42753891E+01
     10084      0.00000000E+00     -0.42799030E+01
     10085      0.00000000E+00     -0.42850215E+01
     10086      0.00000000E+00     -0.42708004E+01
     10087      0.00000000E+00     -0.42763527E+01
     10088      0.00000000E+00     -0.42872634E+01
     10089      0.00000000E+00     -0.42742246E+01
     10090      0.00000000E+00     -0.42754252E+01
     10091      0.00000000E+00     -0.42856660E+01
     10092      0.00000000E+00     -0.42881276E+01
     10093      0.00000000E+00     -0.42505610E+01
     10094      0.00000000E+00     -0.36759086E+01
     10095      0.00000000E+00     -0.59228941E+00
     10096      0.00000000E+00     -0.54619515E-02
     10097      0.00000000E+00     -0.13423366E-03
     10098      0.00000000E+00     -0.78069339E-03
     10099      0.00000000E+00     -0.17701184E+00
     10100      0.00000000E+00     -0.25794366E+01
     10101      0.00000000E+00     -0.42071859E+01
     10102      0.00000000E+00     -0.42640227E+01
     10103      0.00000000E+00     -0.42737903E+01
     10104      0.00000000E+00     -0.42864402E+01
     10105      0.00000000E+00     -0.42802305E+01
     10106      0.00000000E+00     -0.42807108E+01
     10107      0.00000000E+00     -0.42800469E+01
     10108      0.00000000E+00     -0.42716706E+01
     10109      0.00000000E+00     -0.42735106E+01
     10110      0.00000000E+00     -0.42742190E+01
     10111      0.00000000E+00     -0.42852546E+01
     10112      0.00000000E+00     -0.42855851E+01
     10113      0.00000000E+00     -0.42934913E+01
     10114      0.00000000E+00     -0.42839916E+01
     10115      0.00000000E+00     -0.44095096E+01
     10116      0.00000000E+00     -0.42777550E+01
     10117      0.00000000E+00     -0.42856716E+01
     10118      0.00000000E+00     -0.42755558E+01
     10119      0.00000000E+00     -0.36356978E+01
     10120      0.00000000E+00     -0.36571403E+01
     10121      0.00000000E+00     -0.36645122E+01
     10122      0.00000000E+00     -0.36522935E+01
     10123      0.00000000E+00     -0.38791330E+01
     10124      0.00000000E+00     -0.36528289E+01
     10125      0.00000000E+00     -0.36498535E+01
     10126      0.00000000E+00     -0.36509048E+01
     10127      0.00000000E+00     -0.36547048E+01
     10128      0.00000000E+00     -0.36587770E+01
     10129      0.00000000E+00     -0.36467800E+01
     10130      0.00000000E+00     -0.36521584E+01
     10131      0.00000000E+00     -0.36608447E+01
     10132      0.00000000E+00     -0.36495616E+01
     10133      0.00000000E+00     -0.36510300E+01
     10134      0.00000000E+00     -0.36597409E+01
     10135      0.00000000E+00     -0.36622649E+01
     10136      0.00000000E+00     -0.36304065E+01
     10137      0.00000000E+00     -0.31234471E+01
     10138      0.00000000E+00     -0.51402967E+00
     10139      0.00000000E+00     -0.50276807E-02
     10140      0.00000000E+00     -0.41757914E-03
     10141      0.00000000E+00     -0.97657810E-03
     10142      0.00000000E+00     -0.15893291E+00
     10143      0.00000000E+00     -0.22093777E+01
     10144      0.00000000E+00     -0.35938860E+01
     10145      0.00000000E+00     -0.36412190E+01
     10146      0.00000000E+00     -0.36498396E+01
     10147      0.00000000E+00     -0.36600557E+01
     10148      0.00000000E+00     -0.36544488E+01
     10149      0.00000000E+00     -0.36554897E+01
     10150      0.00000000E+00     -0.36546508E+01
     10151      0.00000000E+00     -0.36479407E+01
     10152      0.00000000E+00     -0.36497292E+01
     10153      0.00000000E+00     -0.36500537E+01
     10154      0.00000000E+00     -0.36596506E+01
     10155      0.00000000E+00     -0.36598856E+01
     10156      0.00000000E+00     -0.36662331E+01
     10157      0.00000000E+00     -0.36587282E+01
     10158      0.00000000E+00     -0.36535636E+01
     10159      0.00000000E+00     -0.38726737E+01
     10160      0.00000000E+00     -0.36505782E+01
     10161      0.00000000E+00     -0.36516913E+01
     10162      0.00000000E+00     -0.28646357E+01
     10163      0.00000000E+00     -0.28819053E+01
     10164      0.00000000E+00     -0.28881540E+01
     10165      0.00000000E+00     -0.28809180E+01
     10166      0.00000000E+00     -0.28802329E+01
     10167      0.00000000E+00     -0.31361539E+01
     10168      0.00000000E+00     -0.28873320E+01
     10169      0.00000000E+00     -0.28776566E+01
     10170      0.00000000E+00     -0.28808331E+01
     10171      0.00000000E+00     -0.28862972E+01
     10172      0.00000000E+00     -0.28761271E+01
     10173      0.00000000E+00     -0.28781952E+01
     10174      0.00000000E+00     -0.28843824E+01
     10175      0.00000000E+00     -0.28769670E+01
     10176      0.00000000E+00     -0.28789235E+01
     10177      0.00000000E+00     -0.28834609E+01
     10178      0.00000000E+00     -0.28857900E+01
     10179      0.00000000E+00     -0.28577094E+01
     10180      0.00000000E+00     -0.24616109E+01
     10181      0.00000000E+00     -0.41831261E+00
     10182      0.00000000E+00     -0.31915439E-02
     10183      0.00000000E+00     -0.96069207E-03
     10184      0.00000000E+00     -0.28162268E-02
     10185      0.00000000E+00     -0.13003505E+00
     10186      0.00000000E+00     -0.17293639E+01
     10187      0.00000000E+00     -0.28387530E+01
     10188      0.00000000E+00     -0.28719902E+01
     10189      0.00000000E+00     -0.28763954E+01
     10190      0.00000000E+00     -0.28840505E+01
     10191      0.00000000E+00     -0.28797926E+01
     10192      0.00000000E+00     -0.28829241E+01
     10193      0.00000000E+00     -0.28823460E+01
     10194      0.00000000E+00     -0.28749803E+01
     10195      0.00000000E+00     -0.28756319E+01
     10196      0.00000000E+00     -0.28768310E+01
     10197      0.00000000E+00     -0.28849861E+01
     10198      0.00000000E+00     -0.28831669E+01
     10199      0.00000000E+00     -0.28906500E+01
     10200      0.00000000E+00     -0.28835052E+01
     10201      0.00000000E+00     -0.28789142E+01
     10202      0.00000000E+00     -0.28776774E+01
     10203      0.00000000E+00     -0.31342753E+01
     10204      0.00000000E+00     -0.28856427E+01
     10205      0.00000000E+00     -0.21309192E+01
     10206      0.00000000E+00     -0.21403616E+01
     10207      0.00000000E+00     -0.21422878E+01
     10208      0.00000000E+00     -0.21363064E+01
     10209      0.00000000E+00     -0.21372108E+01
     10210      0.00000000E+00     -0.21435877E+01
     10211      0.00000000E+00     -0.23633155E+01
     10212      0.00000000E+00     -0.21318880E+01
     10213      0.00000000E+00     -0.21387659E+01
     10214      0.00000000E+00     -0.21390876E+01
     10215      0.00000000E+00     -0.21327428E+01
     10216      0.00000000E+00     -0.21401551E+01
     10217      0.00000000E+00     -0.21428020E+01
     10218      0.00000000E+00     -0.21343796E+01
     10219      0.00000000E+00     -0.21362070E+01
     10220      0.00000000E+00     -0.21428175E+01
     10221      0.00000000E+00     -0.21457493E+01
     10222      0.00000000E+00     -0.21303385E+01
     10223      0.00000000E+00     -0.17780507E+01
     10224      0.00000000E+00     -0.31140796E+00
     10225      0.00000000E+00     -0.60538399E-02
     10226      0.00000000E+00     -0.15702587E-02
